 SFO 20040101  2.04  1.56  0.13  0.42  0.29 283.8
 SFO 20040102  2.10  1.29  0.00  0.28  0.33 279.1
 SFO 20040103  1.76  1.49  0.27  0.44  0.23 331.1
 SFO 20040104  1.98  1.77  0.37  0.45  0.16 297.3
 SFO 20040105  2.25  2.10  0.53  0.38  0.09 268.0
 SFO 20040106  2.32  2.05  0.32  0.48  0.18 262.9
 SFO 20040107  2.10  1.59  0.25  0.28  0.26 288.6
 SFO 20040108  2.26  1.82  0.24  0.39  0.25 272.5
 SFO 20040109  2.33  2.03  0.37  0.41  0.17 267.8
 SFO 20040110  2.29  2.04  0.41  0.41  0.14 272.8
 SFO 20040111  2.30  2.11  0.53  0.35  0.10 274.0
 SFO 20040112  2.32  1.98  0.24  0.49  0.22 274.7
 SFO 20040113  2.39  2.13  0.35  0.45  0.19 271.0
 SFO 20040114  2.55  2.33  0.47  0.39  0.13 259.2
 SFO 20040115  2.25  1.90  0.34  0.41  0.15 292.2
 SFO 20040116  2.65  2.39  0.52  0.35  0.08 255.7
 SFO 20040117  2.55  2.40  0.62  0.31  0.06 267.2
 SFO 20040118  2.56  2.20  0.20  0.54  0.23 269.0
 SFO 20040119  2.44  2.08  0.34  0.40  0.18 284.2
 SFO 20040120  2.27  1.95  0.42  0.37  0.11 306.7
 SFO 20040121  2.32  2.18  0.60  0.32  0.08 303.1
 SFO 20040122  2.61  2.41  0.76  0.12  0.05 276.1
 SFO 20040123  2.89  2.66  0.65  0.27  0.02 257.2
 SFO 20040124  2.31  1.56  0.13  0.26  0.29 317.8
 SFO 20040125  2.28  1.96  0.22  0.50  0.25 326.1
 SFO 20040126  2.60  2.40  0.57  0.33  0.08 294.1
 SFO 20040127  2.50  1.90  0.18  0.38  0.25 308.9
 SFO 20040128  2.53  2.29  0.46  0.37  0.15 309.0
 SFO 20040129  3.04  2.93  0.71  0.27  0.03 266.6
 SFO 20040130  3.08  2.50  0.21  0.47  0.20 266.9
 SFO 20040131  2.59  2.30  0.32  0.49  0.17 314.6
 SFO 20040201  2.79  2.69  0.73  0.26  0.01 298.6
 SFO 20040202  2.63  1.90  0.26  0.27  0.18 320.2
 SFO 20040203  2.27  1.96  0.33  0.44  0.17 372.6
 SFO 20040204  2.67  2.33  0.38  0.42  0.14 325.8
 SFO 20040205  2.95  2.83  0.76  0.22  0.00 302.3
 SFO 20040206  3.22  3.01  0.56  0.35  0.09 284.8
 SFO 20040207  2.69  2.56  0.64  0.31  0.06 338.9
 SFO 20040208  2.63  2.40  0.50  0.37  0.11 349.9
 SFO 20040209  2.50  2.33  0.54  0.37  0.09 372.1
 SFO 20040210  2.91  2.78  0.67  0.29  0.04 328.2
 SFO 20040211  3.48  3.29  0.60  0.35  0.05 286.2
 SFO 20040212  3.30  3.21  0.76  0.24  0.01 303.9
 SFO 20040213  3.63  3.40  0.56  0.37  0.07 285.0
 SFO 20040214  3.11  2.77  0.48  0.36  0.10 331.1
 SFO 20040215  3.29  3.11  0.59  0.34  0.08 320.0
 SFO 20040216  3.93  3.44  0.34  0.44  0.18 277.7
 SFO 20040217  4.23  3.56  0.36  0.38  0.15 265.4
 SFO 20040218  2.97  2.06  0.01  0.45  0.27 366.5
 SFO 20040219  3.82  3.23  0.25  0.48  0.20 297.3
 SFO 20040220  3.73  2.75  0.11  0.35  0.35 307.8
 SFO 20040221  3.66  2.21  0.00  0.20  0.42 318.7
 SFO 20040222  3.62  1.66  0.00  0.05  0.28 326.7
 SFO 20040223  3.26  2.14  0.08  0.22  0.39 364.0
 SFO 20040224  3.64  3.15  0.34  0.43  0.17 335.5
