 DFW 20040101  3.45  1.47  0.00  0.12  0.10 240.1
 DFW 20040102  3.39  2.57  0.35  0.25  0.15 245.2
 DFW 20040103  3.61  2.14  0.05  0.25  0.24 233.8
 DFW 20040104  3.54  2.69  0.15  0.44  0.21 239.3
 DFW 20040105  3.33  2.52  0.32  0.28  0.15 254.0
 DFW 20040106  3.13  2.51  0.33  0.36  0.13 269.7
 DFW 20040107  3.17  2.57  0.36  0.31  0.17 268.2
 DFW 20040108  3.33  2.08  0.14  0.23  0.20 258.9
 DFW 20040109  3.24  2.91  0.67  0.21  0.02 266.6
 DFW 20040110  3.34  2.99  0.74  0.12  0.02 261.3
 DFW 20040111  3.48  3.05  0.56  0.26  0.08 253.6
 DFW 20040112  3.61  2.28  0.10  0.26  0.24 248.0
 DFW 20040113  3.54  2.17  0.21  0.16  0.15 254.8
 DFW 20040114  3.39  2.76  0.37  0.34  0.12 266.8
 DFW 20040115  3.42  2.35  0.18  0.28  0.21 267.0
 DFW 20040116  3.46  1.26  0.07  0.00  0.00 267.1
 DFW 20040117  3.18  1.43  0.20  0.00  0.00 289.9
 DFW 20040118  3.15  1.54  0.23  0.03  0.00 294.7
 DFW 20040119  3.28  3.03  0.68  0.23  0.04 287.3
 DFW 20040120  3.71  2.55  0.08  0.39  0.22 260.6
 DFW 20040121  3.75  2.58  0.30  0.20  0.13 260.5
 DFW 20040122  3.76  2.86  0.16  0.44  0.20 263.2
 DFW 20040123  3.74  2.82  0.33  0.28  0.13 267.4
 DFW 20040124  4.01  1.63  0.00  0.02  0.19 254.5
 DFW 20040125  3.90  3.07  0.28  0.36  0.18 263.6
 DFW 20040126  3.32  2.31  0.24  0.27  0.15 306.6
 DFW 20040127  3.10  2.98  0.72  0.25  0.03 329.0
 DFW 20040128  3.39  2.87  0.39  0.35  0.16 308.0
 DFW 20040129  3.13  1.88  0.02  0.29  0.25 334.0
 DFW 20040130  3.04  2.48  0.58  0.14  0.06 345.8
 DFW 20040131  4.17  2.88  0.23  0.25  0.18 265.9
 DFW 20040201  3.81  1.95  0.00  0.19  0.21 290.7
 DFW 20040202  3.38  2.93  0.50  0.31  0.08 327.5
 DFW 20040203  3.99  3.18  0.32  0.35  0.15 286.9
 DFW 20040204  3.82  1.78  0.00  0.12  0.20 301.8
 DFW 20040205  3.85  2.87  0.23  0.35  0.17 303.4
 DFW 20040206  3.38  2.26  0.14  0.28  0.23 344.5
 DFW 20040207  4.30  4.16  0.74  0.26  0.00 282.9
