 JFK 20040101  1.48  1.24  0.31  0.41  0.19 306.3
 JFK 20040102  1.48  1.00  0.16  0.27  0.23 307.7
 JFK 20040103  1.58  0.89  0.05  0.20  0.24 291.8
 JFK 20040104  1.73  0.56  0.00  0.00  0.02 271.0
 JFK 20040105  1.82  0.62  0.01  0.00  0.04 261.2
 JFK 20040106  1.72  1.33  0.09  0.44  0.34 276.6
 JFK 20040107  1.18  0.99  0.28  0.32  0.35 400.0
 JFK 20040108  1.27  1.00  0.18  0.42  0.26 375.2
 JFK 20040109  1.41  1.24  0.35  0.44  0.16 340.9
 JFK 20040110  1.31  1.18  0.37  0.46  0.17 369.9
 JFK 20040111  1.38  1.15  0.34  0.36  0.20 354.7
 JFK 20040112  1.55  0.78  0.00  0.11  0.30 322.0
 JFK 20040113  1.51  1.08  0.11  0.33  0.33 334.6
 JFK 20040114  1.56  1.08  0.16  0.31  0.22 328.2
 JFK 20040115  1.44  0.90  0.04  0.21  0.40 360.4
 JFK 20040116  1.25  0.99  0.22  0.32  0.35 418.5
 JFK 20040117  1.61  1.38  0.32  0.42  0.19 331.5
 JFK 20040118  1.67  0.70  0.06  0.05  0.08 325.4
 JFK 20040119  1.54  1.18  0.13  0.34  0.40 355.5
 JFK 20040120  1.49  1.23  0.21  0.39  0.35 370.1
 JFK 20040121  1.59  1.40  0.26  0.48  0.27 353.0
 JFK 20040122  1.66  1.09  0.03  0.30  0.36 344.8
 JFK 20040123  1.52  1.17  0.12  0.33  0.44 380.7
 JFK 20040124  1.50  0.85  0.00  0.19  0.35 392.4
 JFK 20040125  1.76  1.58  0.42  0.45  0.08 341.9
 JFK 20040126  2.13  1.04  0.02  0.15  0.18 291.8
 JFK 20040127  2.18  0.81  0.00  0.04  0.08 289.4
 JFK 20040128  1.67  0.75  0.03  0.03  0.23 377.7
 JFK 20040129  1.50  1.21  0.13  0.40  0.42 423.3
 JFK 20040130  1.42  1.05  0.06  0.37  0.40 454.2
 JFK 20040131  1.43  1.02  0.15  0.25  0.37 456.7
 JFK 20040201  1.99  1.71  0.36  0.35  0.24 340.4
 JFK 20040202  2.40  2.08  0.56  0.29  0.01 291.8
 JFK 20040203  2.38  1.20  0.00  0.18  0.21 298.7
 JFK 20040204  2.30  2.12  0.49  0.39  0.12 314.1
 JFK 20040205  2.29  1.99  0.47  0.36  0.06 320.1
 JFK 20040206  2.74  0.93  0.00  0.00  0.06 277.2
 JFK 20040207  2.61  1.62  0.00  0.22  0.43 294.3
 JFK 20040208  1.92  1.76  0.44  0.44  0.12 397.7
 JFK 20040209  2.41  2.05  0.16  0.55  0.26 326.5
 JFK 20040210  2.13  1.55  0.10  0.37  0.31 370.4
