 TPA 20040101  4.82  4.14  0.05  0.75  0.18 229.0
 TPA 20040102  4.94  4.22  0.05  0.75  0.17 225.1
 TPA 20040103  4.86  4.14  0.05  0.69  0.25 230.1
 TPA 20040104  4.95  4.42  0.10  0.83  0.07 227.4
 TPA 20040105  5.02  4.46  0.06  0.86  0.08 225.5
 TPA 20040106  4.95  3.83  0.02  0.56  0.29 230.0
 TPA 20040107  4.82  4.43  0.47  0.40  0.13 236.7
 TPA 20040108  4.45  3.97  0.37  0.44  0.17 254.2
 TPA 20040109  4.31  2.33  0.04  0.08  0.37 263.0
 TPA 20040110  4.38  3.45  0.06  0.54  0.29 260.9
 TPA 20040111  4.63  4.20  0.36  0.51  0.13 249.5
 TPA 20040112  4.94  4.57  0.43  0.50  0.07 238.4
 TPA 20040113  4.94  4.30  0.32  0.44  0.20 240.3
 TPA 20040114  5.02  4.32  0.30  0.45  0.20 239.1
 TPA 20040115  4.83  4.16  0.20  0.56  0.21 248.5
 TPA 20040116  4.48  3.97  0.24  0.63  0.10 267.0
 TPA 20040117  4.57  3.76  0.15  0.48  0.31 264.9
 TPA 20040118  4.87  3.46  0.03  0.44  0.29 252.4
 TPA 20040119  5.05  3.57  0.03  0.40  0.34 246.7
 TPA 20040120  4.88  4.29  0.38  0.42  0.15 255.7
 TPA 20040121  5.09  4.30  0.37  0.34  0.20 248.3
 TPA 20040122  5.24  4.61  0.49  0.31  0.13 245.2
 TPA 20040123  5.22  4.43  0.37  0.38  0.15 247.9
 TPA 20040124  5.25  4.68  0.46  0.35  0.15 248.9
 TPA 20040125  5.29  4.50  0.33  0.41  0.18 249.9
 TPA 20040126  5.59  4.02  0.03  0.44  0.31 241.3
 TPA 20040127  5.78  4.19  0.02  0.40  0.40 236.9
 TPA 20040128  5.55  4.88  0.51  0.32  0.08 246.7
 TPA 20040129  5.20  4.53  0.42  0.39  0.11 263.8
 TPA 20040130  4.83  3.56  0.21  0.29  0.27 283.0
 TPA 20040131  5.01  2.38  0.00  0.04  0.33 276.5
 TPA 20040201  5.21  3.60  0.04  0.38  0.31 270.7
 TPA 20040202  6.00  5.09  0.16  0.61  0.17 243.0
 TPA 20040203  5.85  5.21  0.25  0.65  0.07 250.3
 TPA 20040204  6.09  5.22  0.14  0.68  0.13 245.2
 TPA 20040205  6.49  5.49  0.08  0.65  0.24 235.0
 TPA 20040206  6.85  4.97  0.00  0.43  0.39 226.5
 TPA 20040207  7.11  5.35  0.22  0.32  0.25 222.0
 TPA 20040208  6.61  5.98  0.44  0.43  0.10 238.6
 TPA 20040209  6.88  5.59  0.04  0.66  0.21 233.0
 TPA 20040210  7.02  4.92  0.09  0.34  0.31 231.2
 TPA 20040211  7.33  5.00  0.08  0.32  0.31 225.1
 TPA 20040212  7.07  5.69  0.15  0.54  0.18 235.1
 TPA 20040213  6.86  5.03  0.08  0.42  0.29 243.7
 TPA 20040214  7.12  4.26  0.00  0.28  0.29 238.9
 TPA 20040215  7.06  4.63  0.03  0.31  0.34 243.1
 TPA 20040216  7.47  5.89  0.05  0.60  0.22 234.5
 TPA 20040217  7.47  5.48  0.01  0.44  0.38 236.9
 TPA 20040218  6.33  5.87  0.53  0.35  0.12 274.2
 TPA 20040219  6.88  6.42  0.45  0.51  0.04 258.9
 TPA 20040220  6.81  5.94  0.14  0.69  0.15 263.8
 TPA 20040221  6.80  5.49  0.10  0.56  0.24 266.8
 TPA 20040222  7.09  6.26  0.20  0.68  0.09 260.6
 TPA 20040223  7.36  6.01  0.21  0.49  0.18 255.0
 TPA 20040224  7.37  5.47  0.06  0.43  0.33 257.5
 TPA 20040225  7.15  3.67  0.00  0.03  0.44 267.2
 TPA 20040226  6.80  5.32  0.15  0.41  0.31 281.1
 TPA 20040227  6.78  5.57  0.11  0.51  0.33 285.0
 TPA 20040228  7.26  6.47  0.24  0.60  0.16 271.5
 TPA 20040301  7.84  6.75  0.13  0.69  0.14 260.0
 TPA 20040302  8.30  7.10  0.05  0.75  0.17 249.6
 TPA 20040303  8.30  7.33  0.15  0.69  0.16 252.2
 TPA 20040304  8.28  7.24  0.08  0.77  0.14 255.5
 TPA 20040305  9.09  7.63  0.02  0.76  0.17 238.9
 TPA 20040306  9.23  7.65  0.19  0.50  0.23 238.2
 TPA 20040307  9.41  7.09  0.13  0.44  0.23 236.4
 TPA 20040308  8.05  7.31  0.57  0.30  0.08 271.4
 TPA 20040309  7.54  6.63  0.39  0.46  0.08 289.5
 TPA 20040310  7.11  6.41  0.48  0.35  0.14 306.8
 TPA 20040311  7.76  7.13  0.45  0.45  0.09 287.6
 TPA 20040312  8.48  7.59  0.33  0.53  0.12 269.4
 TPA 20040313  8.73  7.73  0.18  0.70  0.10 265.3
 TPA 20040314  9.30  8.02  0.09  0.73  0.15 253.5
 TPA 20040315  9.21  6.39  0.01  0.35  0.41 258.0
 TPA 20040316  9.15  4.40  0.00  0.05  0.33 261.6
 TPA 20040317  8.82  7.94  0.43  0.45  0.08 271.7
 TPA 20040318  7.80  7.25  0.52  0.43  0.03 303.4
 TPA 20040319  8.28  7.61  0.26  0.71  0.04 291.4
 TPA 20040320  7.80  7.19  0.32  0.65  0.03 308.8
 TPA 20040321  7.75  6.93  0.24  0.61  0.15 312.7
 TPA 20040322  8.42  7.44  0.20  0.66  0.12 293.8
 TPA 20040323  8.22  7.42  0.31  0.58  0.10 301.6
 TPA 20040324  8.31  7.43  0.14  0.74  0.13 300.7
 TPA 20040325  8.12  7.16  0.09  0.77  0.14 309.1
 TPA 20040326  8.03  7.08  0.10  0.76  0.14 314.3
 TPA 20040327  8.34  7.47  0.15  0.74  0.12 306.6
 TPA 20040328  8.68  7.71  0.13  0.75  0.12 298.0
 TPA 20040329  8.76  7.54  0.20  0.58  0.18 298.0
 TPA 20040330  9.12  7.62  0.17  0.57  0.18 290.4
 TPA 20040331  9.54  7.95  0.24  0.50  0.16 281.4
 TPA 20040401  8.72  7.65  0.47  0.32  0.14 304.7
 TPA 20040402  8.78  7.69  0.35  0.46  0.14 304.9
 TPA 20040403  8.68  8.11  0.57  0.33  0.10 309.5
 TPA 20040404  8.94  8.24  0.56  0.30  0.13 303.4
 TPA 20040405  8.75  8.39  0.66  0.34  0.00 310.9
 TPA 20040406  8.95  8.18  0.37  0.53  0.10 306.7
 TPA 20040407  8.89  7.89  0.40  0.42  0.14 310.0
 TPA 20040408  8.89  7.07  0.15  0.46  0.27 311.7
 TPA 20040409  9.76  7.47  0.12  0.50  0.19 289.8
 TPA 20040410 10.07  8.83  0.10  0.73  0.17 283.9
 TPA 20040411 10.77  8.12  0.00  0.55  0.29 269.4
 TPA 20040412 11.08  5.92  0.00  0.03  0.49 264.3
 TPA 20040413 10.74  7.24  0.03  0.30  0.40 272.1
 TPA 20040414  8.73  7.27  0.30  0.40  0.20 324.4
 TPA 20040415  9.57  9.16  0.64  0.36  0.00 301.9
 TPA 20040416  9.25  8.85  0.63  0.37  0.00 312.1
 TPA 20040417  9.45  8.98  0.57  0.43  0.00 307.9
 TPA 20040418  9.16  8.50  0.51  0.46  0.00 317.1
 TPA 20040419  9.24  8.71  0.49  0.51  0.00 316.2
 TPA 20040420  9.77  9.25  0.53  0.47  0.00 302.5
 TPA 20040421  9.52  8.50  0.18  0.70  0.12 310.4
 TPA 20040422  9.66  8.49  0.05  0.80  0.16 307.5
 TPA 20040423  9.80  8.65  0.05  0.82  0.14 304.6
 TPA 20040424 10.10  8.94  0.10  0.78  0.12 297.6
 TPA 20040425 10.35  9.01  0.04  0.79  0.17 292.8
 TPA 20040426 10.30  7.88  0.01  0.55  0.30 294.7
 TPA 20040427 10.68  6.62  0.00  0.22  0.43 286.8
 TPA 20040428  9.96  9.00  0.39  0.44  0.17 304.7
 TPA 20040429 10.68  8.74  0.09  0.57  0.27 288.4
 TPA 20040430 11.40  7.65  0.01  0.34  0.37 273.6
