 PHL 20050101  1.63  1.45  0.29  0.52  0.19 295.1
 PHL 20050102  1.64  0.90  0.06  0.19  0.20 295.7
 PHL 20050103  1.76  0.84  0.03  0.12  0.17 278.1
 PHL 20050104  1.82  0.93  0.07  0.13  0.18 272.2
 PHL 20050105  1.81  0.57  0.00  0.00  0.00 276.3
 PHL 20050106  1.72  0.68  0.00  0.05  0.12 291.8
 PHL 20050107  1.68  1.42  0.30  0.43  0.19 300.1
 PHL 20050108  1.86  0.91  0.00  0.16  0.20 276.4
 PHL 20050109  1.73  1.08  0.08  0.29  0.22 297.8
 PHL 20050110  1.54  1.09  0.12  0.37  0.24 334.3
 PHL 20050111  1.61  0.70  0.00  0.09  0.17 323.5
 PHL 20050112  1.73  0.88  0.00  0.16  0.24 305.8
 PHL 20050113  1.82  1.22  0.19  0.32  0.10 295.5
 PHL 20050114  1.98  1.16  0.02  0.28  0.23 277.6
 PHL 20050115  1.76  1.34  0.24  0.38  0.15 313.5
 PHL 20050116  1.71  0.91  0.00  0.20  0.24 325.3
 PHL 20050117  1.42  1.09  0.13  0.38  0.35 394.2
 PHL 20050118  1.35  1.26  0.53  0.36  0.12 418.1
 PHL 20050119  1.57  0.78  0.00  0.13  0.26 365.9
 PHL 20050120  1.49  1.10  0.15  0.35  0.28 388.6
 PHL 20050121  1.45  1.36  0.60  0.32  0.07 403.8
 PHL 20050122  1.72  0.61  0.00  0.00  0.10 349.4
 PHL 20050123  1.48  0.80  0.25  0.00  0.14 409.9
 PHL 20050124  1.72  1.24  0.20  0.28  0.26 361.6
 PHL 20050125  1.82  1.40  0.21  0.37  0.24 347.3
 PHL 20050126  2.01  1.04  0.00  0.14  0.29 322.2
 PHL 20050127  1.89  1.76  0.59  0.31  0.09 345.2
 PHL 20050128  1.98  1.88  0.72  0.25  0.00 336.3
 PHL 20050129  2.08  1.95  0.59  0.35  0.04 325.1
 PHL 20050130  1.96  0.98  0.14  0.13  0.04 348.2
 PHL 20050131  1.92  1.58  0.51  0.24  0.05 360.3
 PHL 20050201  1.94  1.73  0.36  0.46  0.16 363.5
 PHL 20050202  2.10  2.01  0.64  0.36  0.00 343.3
 PHL 20050203  2.19  1.51  0.06  0.37  0.29 336.5
 PHL 20050204  2.04  1.10  0.19  0.04  0.17 365.5
 PHL 20050205  2.27  1.93  0.55  0.25  0.05 337.6
