 ELP 20110102  3.33  3.14 99.90 55.10 94.50 302.5
 ELP 20110628 13.14 12.30100.00  9.10 93.70 285.2
 ELP 20110629 13.28 12.44100.00  9.20 93.70 282.4
 ELP 20110630 13.29 12.44100.00  9.20 93.70 282.2
 ELP 20110701 12.72 11.90 99.90  9.30 93.70 292.6
 ELP 20110702 12.78 11.97100.00  9.40 93.70 291.3
 ELP 20110703 12.96 12.14100.00  9.40 93.70 287.9
 ELP 20110704 12.70 11.89100.00  9.50 93.70 292.7
 ELP 20110705 12.57 11.65 99.00  9.60 93.70 294.9
 ELP 20110706 12.39 11.51 99.20  9.70 93.70 298.0
 ELP 20110707 12.63 11.83100.00  9.90 93.70 293.4
 ELP 20110708 12.42 11.64100.00 10.00 93.70 297.0
 ELP 20110709 12.47 11.68100.00 10.10 93.70 295.9
 ELP 20110710 12.87 12.05100.00 10.20 93.70 288.3
 ELP 20110711 13.11 10.41 84.90 10.40 93.70 283.5
 ELP 20110712 13.87 11.44 88.20 10.50 93.70 270.7
 ELP 20110713 13.87 12.91 99.40 10.70 93.70 270.2
 ELP 20110714 13.15 12.31100.00 10.80 93.70 281.8
 ELP 20110715 12.82 12.00100.00 11.00 93.70 287.6
 ELP 20110716 12.82 11.99 99.90 11.10 93.70 287.2
 ELP 20110717 12.73 11.29 94.70 11.30 93.70 288.4
 ELP 20110718 12.92 12.10100.00 11.50 93.60 284.5
 ELP 20110719 12.90 12.06 99.80 11.70 93.60 284.4
 ELP 20110720 12.91 11.76 97.30 11.90 93.60 283.9
 ELP 20110721 12.50 11.55 98.70 12.10 93.60 291.1
 ELP 20110722 12.63  9.16 77.50 12.30 93.60 288.2
 ELP 20110723 12.86 12.03 99.90 12.50 93.60 283.4
 ELP 20110724 13.12 12.11 98.60 12.70 93.60 278.3
 ELP 20110725 12.63 11.83100.00 12.90 93.60 286.8
 ELP 20110726 12.47 11.68100.00 13.20 93.60 289.4
 ELP 20110727 12.41 11.62100.00 13.40 93.60 290.0
 ELP 20110728 11.97 11.21100.00 13.70 93.60 297.9
 ELP 20110729 12.20 11.43100.00 13.90 93.60 292.9
 ELP 20110730 12.33 11.35 98.30 14.20 93.60 289.9
 ELP 20110731 12.72 11.85 99.50 14.40 93.60 281.8
 ELP 20110801 12.39 11.60100.00 14.70 93.60 287.7
 ELP 20110802 12.31 11.53100.00 14.90 93.60 288.5
 ELP 20110803 12.18 11.41100.00 15.20 93.60 290.3
 ELP 20110804 12.28 11.50100.00 15.50 93.60 287.5
 ELP 20110805 12.06 11.29100.00 15.80 93.60 291.1
 ELP 20110806 12.32 11.53100.00 16.10 93.60 285.1
 ELP 20110807 12.46 11.60 99.50 16.40 93.60 281.3
 ELP 20110808 12.61 11.78 99.80 16.70 93.60 277.9
 ELP 20110809 12.55 11.38 97.00 17.00 93.60 278.1
 ELP 20110810 12.25 11.41 99.50 17.30 93.60 282.6
 ELP 20110811 12.05 11.28100.00 17.60 93.60 285.7
 ELP 20110812 12.24 11.23 98.10 17.90 93.60 281.0
 ELP 20110813 12.17 11.11 97.50 18.20 93.60 281.3
 ELP 20110814 12.58 10.14 86.20 18.50 93.60 273.0
 ELP 20110815 12.53 11.70 99.80 18.90 93.60 273.1
 ELP 20110816 12.36 11.57100.00 19.20 93.60 275.0
 ELP 20110817 11.91 10.64 95.50 19.50 93.60 282.4
 ELP 20110818 12.29 11.50100.00 19.90 93.60 274.4
 ELP 20110819 11.76 11.00100.00 20.20 93.60 283.1
 ELP 20110820 11.61 10.87100.00 20.60 93.60 284.7
 ELP 20110821 11.74 10.98 99.90 20.90 93.60 280.6
 ELP 20110822 11.35 10.62100.00 21.30 93.60 287.5
 ELP 20110823 11.26 10.54100.00 21.60 93.60 287.8
 ELP 20110824 11.04 10.33100.00 22.00 93.60 291.0
 ELP 20110825 11.02 10.27 99.60 22.30 93.60 290.0
 ELP 20110826 11.16 10.32 98.80 22.70 93.60 285.5
 ELP 20110827 11.23 10.51100.00 23.10 93.60 282.4
 ELP 20110828 11.20 10.48100.00 23.50 93.60 281.4
 ELP 20110829 10.95 10.20 99.50 23.80 93.60 285.4
 ELP 20110830 10.69 10.00100.00 24.20 93.60 289.7
 ELP 20110831 10.62  9.94100.00 24.60 93.60 289.5
 ELP 20110901 10.61  9.93100.00 25.00 93.60 288.0
 ELP 20110902 10.73 10.11100.00 25.40 94.20 283.5
 ELP 20110903 10.80 10.18100.00 25.70 94.20 279.9
 ELP 20110904 10.84 10.12 99.10 26.10 94.20 277.3
 ELP 20110905 10.48  9.87100.00 26.50 94.20 283.3
 ELP 20110906 10.52  9.90100.00 26.90 94.20 280.3
 ELP 20110907 10.53  9.92100.00 27.30 94.20 278.2
 ELP 20110908 10.14  9.51 99.60 27.70 94.20 285.1
 ELP 20110909  9.85  9.21 99.30 28.10 94.20 290.0
 ELP 20110910  9.98  9.39 99.90 28.50 94.20 284.6
 ELP 20110911 10.51  9.89100.00 28.90 94.20 271.0
 ELP 20110912 10.60  9.13 91.40 29.30 94.20 266.9
 ELP 20110913 10.31  9.71100.00 29.70 94.20 271.2
 ELP 20110914  9.99  9.40100.00 30.10 94.20 276.0
 ELP 20110915  9.79  9.22100.00 30.50 94.20 278.0
 ELP 20110916  9.83  9.25100.00 30.90 94.20 275.1
 ELP 20110917  9.42  8.87100.00 31.30 94.10 282.2
 ELP 20110918  9.52  8.96100.00 31.70 94.10 277.4
 ELP 20110919  9.54  8.98100.00 32.10 94.10 274.7
 ELP 20110920  9.52  8.96100.00 32.50 94.10 272.9
 ELP 20110921  9.34  8.79100.00 32.90 94.10 274.6
 ELP 20110922  9.07  8.54100.00 33.30 94.10 278.5
 ELP 20110923  8.91  8.39100.00 33.70 94.10 280.0
 ELP 20110924  9.03  8.50100.00 34.10 94.10 274.6
 ELP 20110925  9.09  8.55100.00 34.50 94.10 270.7
 ELP 20110926  8.82  8.30100.00 34.90 94.10 274.7
 ELP 20110927  8.54  8.00 99.60 35.30 94.10 279.3
 ELP 20110928  8.17  7.69100.00 35.70 94.10 286.9
 ELP 20110929  8.06  7.59100.00 36.10 94.10 287.1
 ELP 20110930  7.85  7.37 99.80 36.50 94.10 290.7
 ELP 20111001  7.84  7.38100.00 36.90 94.10 287.9
 ELP 20111002  7.78  6.96 95.10 37.30 94.10 286.7
 ELP 20111003  7.84  7.18 97.40 37.70 94.10 281.6
 ELP 20111004  7.93  6.75 90.60 38.10 94.10 276.3
 ELP 20111005  7.66  7.21100.00 38.50 94.10 280.9
 ELP 20111006  7.83  7.37100.00 38.90 94.10 273.3
 ELP 20111007  7.68  7.22100.00 39.30 94.00 274.7
 ELP 20111008  6.53  6.14100.00 39.70 94.00 311.0
 ELP 20111009  7.12  6.69100.00 40.00 94.00 286.0
 ELP 20111010  7.07  6.64100.00 40.40 94.00 284.6
 ELP 20111011  7.26  6.83100.00 40.80 94.00 275.1
 ELP 20111012  7.33  6.89100.00 41.20 94.00 270.0
 ELP 20111013  7.36  6.92100.00 41.50 94.00 266.0
 ELP 20111014  7.32  6.88100.00 41.90 94.00 264.2
 ELP 20111015  7.08  6.65100.00 42.30 94.00 268.6
 ELP 20111016  7.22  6.79100.00 42.60 94.00 260.8
 ELP 20111017  7.07  6.64100.00 43.00 94.00 262.5
 ELP 20111018  7.20  6.77100.00 43.40 94.00 255.5
 ELP 20111019  6.93  6.52100.00 43.70 94.00 260.2
 ELP 20111020  6.83  6.41 99.90 44.10 94.00 260.5
 ELP 20111021  6.69  6.29100.00 44.40 94.00 261.8
 ELP 20111022  6.02  5.65100.00 44.80 94.00 282.6
 ELP 20111023  5.91  5.56100.00 45.10 94.00 283.4
 ELP 20111024  6.16  5.79100.00 45.40 94.00 270.7
 ELP 20111025  6.33  5.94100.00 45.80 93.90 261.6
 ELP 20111026  6.23  5.85100.00 46.10 93.90 262.1
 ELP 20111027  5.68  5.27 98.90 46.40 93.90 279.8
 ELP 20111028  5.88  5.52100.00 46.70 93.90 268.8
 ELP 20111029  5.92  5.41 97.30 47.10 93.90 263.8
 ELP 20111030  5.63  5.29100.00 47.40 93.90 272.3
 ELP 20111031  5.82  5.46100.00 47.70 93.90 261.5
 ELP 20111101  5.91  5.55100.00 48.00 93.90 255.3
 ELP 20111102  5.64  5.34100.00 48.30 94.60 262.1
 ELP 20111103  5.32  5.03100.00 48.60 94.60 272.5
 ELP 20111104  5.25  4.97100.00 48.90 94.60 272.0
 ELP 20111105  4.82  3.08 67.80 49.10 94.60 289.2
 ELP 20111106  5.22  4.93100.00 49.40 94.60 267.3
 ELP 20111107  4.64  4.30 98.20 49.70 94.60 291.6
 ELP 20111108  4.62  4.37100.00 50.00 94.60 289.3
 ELP 20111109  4.45  4.20100.00 50.20 94.60 295.6
 ELP 20111110  4.89  4.63100.00 50.50 94.50 269.8
 ELP 20111111  5.32  4.08 81.20 50.70 94.50 248.8
 ELP 20111112  5.44  4.38 85.20 51.00 94.50 241.4
 ELP 20111113  5.27  4.27 85.80 51.20 94.50 245.7
 ELP 20111114  4.35  3.96 96.50 51.50 94.50 286.4
 ELP 20111115  4.36  4.12100.00 51.70 94.50 282.7
 ELP 20111116  4.63  4.37100.00 51.90 94.50 266.2
 ELP 20111117  4.80  4.54100.00 52.10 94.50 255.4
 ELP 20111118  4.79  4.53100.00 52.30 94.50 253.4
 ELP 20111119  4.78  3.47 76.70 52.50 94.50 251.6
 ELP 20111120  4.40  4.16100.00 52.70 94.50 267.3
 ELP 20111121  4.09  3.87100.00 52.90 94.50 281.5
 ELP 20111122  4.48  4.23100.00 53.10 94.50 258.5
 ELP 20111123  4.54  4.29100.00 53.30 94.50 253.7
 ELP 20111124  4.59  3.89 89.60 53.50 94.50 249.0
 ELP 20111125  4.14  3.69 94.40 53.70 94.50 269.7
 ELP 20111126  4.11  3.85 99.20 53.80 94.50 269.1
 ELP 20111127  4.00  3.78100.00 54.00 94.50 273.3
 ELP 20111128  4.00  3.78100.00 54.10 94.50 271.0
 ELP 20111129  4.19  3.60 90.90 54.30 94.50 258.4
 ELP 20111130  4.00  3.77100.00 54.40 94.50 267.7
 ELP 20111201  3.98  3.74 99.60 54.50 94.50 266.8
 ELP 20111202  3.77  3.51 98.70 54.70 94.50 277.4
 ELP 20111203  3.31  3.12100.00 54.80 94.50 309.0
 ELP 20111204  2.98  2.81100.00 54.90 94.50 336.8
 ELP 20111205  2.88  2.13 78.90 55.00 94.50 345.7
 ELP 20111206  2.91  2.73 99.50 55.10 94.50 340.7
 ELP 20111207  3.50  3.24 98.00 55.20 94.50 287.9
 ELP 20111208  3.51  3.31100.00 55.30 94.50 286.4
 ELP 20111209  3.45  3.26100.00 55.40 94.50 289.2
 ELP 20111210  3.61  3.36 98.40 55.40 94.50 277.4
 ELP 20111211  3.74  3.52 99.50 55.50 94.50 268.1
 ELP 20111212  3.97  3.23 86.20 55.50 94.50 254.5
 ELP 20111213  3.70  2.58 73.90 55.60 94.50 269.6
 ELP 20111214  3.47  3.24 98.70 55.60 94.50 283.9
 ELP 20111215  3.44  3.25100.00 55.70 94.50 285.8
 ELP 20111216  3.88  3.67100.00 55.70 94.50 257.2
 ELP 20111217  4.19  3.69 93.30 55.70 94.50 240.9
 ELP 20111218  3.90  3.48 94.50 55.70 94.50 255.7
 ELP 20111219  3.60  2.04 59.90 55.80 94.50 273.8
 ELP 20111220  3.53  3.32 99.60 55.80 94.50 278.9
 ELP 20111221  3.34  3.16100.00 55.80 94.50 292.3
 ELP 20111222  3.23  3.04 99.60 55.70 94.50 301.0
 ELP 20111223  3.00  2.68 94.80 55.70 94.50 322.1
 ELP 20111224  2.94  2.71 97.40 55.70 94.50 327.9
 ELP 20111225  2.96  2.70 96.60 55.70 94.50 327.4
 ELP 20111226  3.37  3.19100.00 55.60 94.50 292.1
 ELP 20111227  3.49  3.30100.00 55.60 94.50 284.2
 ELP 20111228  3.40  3.21100.00 55.50 94.50 292.0
 ELP 20111229  3.30  3.11100.00 55.50 94.50 300.2
 ELP 20111230  3.36  3.18100.00 55.40 94.50 296.1
 ELP 20111231  3.47  3.27100.00 55.30 94.50 289.8
 ELP 20120101  3.58  3.38100.00 55.20 94.50 282.9
