 HOU 20150102  4.05  2.17 56.70 53.20 94.30 266.5
 HOU 20150103  3.77  1.72 48.40 53.10 94.30 284.5
 HOU 20150104  3.71  3.42 97.80 53.00 94.30 290.2
 HOU 20150105  3.62  3.29 96.30 52.90 94.30 297.5
 HOU 20150106  3.86  3.58 98.40 52.80 94.30 283.6
 HOU 20150107  4.16  3.92100.00 52.70 94.30 267.6
 HOU 20150108  3.90  3.68100.00 52.50 94.30 283.9
 HOU 20150109  3.96  1.61 42.90 52.40 94.30 282.0
 HOU 20150110  3.56  2.52 75.20 52.30 94.30 311.3
 HOU 20150111  3.63  0.71 20.70 52.10 94.30 308.0
 HOU 20150112  3.91  3.63 98.20 52.00 94.30 291.2
 HOU 20150113  3.96  2.00 53.60 51.80 94.30 290.5
 HOU 20150114  3.99  1.24 33.30 51.60 94.30 290.5
 HOU 20150115  4.28  2.72 67.50 51.50 94.30 276.1
 HOU 20150116  4.03  3.80100.00 51.30 94.30 292.8
 HOU 20150117  4.08  3.67 95.20 51.10 94.30 291.9
 HOU 20150118  4.22  3.99100.00 50.90 94.40 285.7
 HOU 20150119  4.39  4.14100.00 50.70 94.40 278.7
 HOU 20150120  4.61  4.35100.00 50.50 94.40 270.2
 HOU 20150121  4.63  2.20 50.80 50.30 94.40 271.5
 HOU 20150122  4.42  4.17 -1.00 50.10 94.40 284.6
 HOU 20150123  4.08  1.10 28.60 49.90 94.40 307.5
 HOU 20150124  4.28  4.04100.00 49.60 94.40 298.3
 HOU 20150125  4.39  4.15100.00 49.40 94.40 294.7
 HOU 20150126  4.46  4.21100.00 49.20 94.40 293.8
 HOU 20150127  4.62  4.36100.00 48.90 94.40 288.2
 HOU 20150128  4.79  4.53100.00 48.70 94.40 282.1
 HOU 20150129  4.89  4.61100.00 48.40 94.40 280.5
 HOU 20150130  4.98  4.70100.00 48.20 94.40 279.0
 HOU 20150131  5.00  2.84 60.20 47.90 94.40 281.0
 HOU 20150201  5.21  4.69 95.20 47.60 94.40 274.5
 HOU 20150202  5.10  4.48 93.20 47.30 94.40 282.6
 HOU 20150203  5.07  2.47 51.60 47.10 94.40 286.9
 HOU 20150204  4.53  4.24 99.10 46.80 94.40 318.9
 HOU 20150205  4.63  1.76 40.10 46.50 94.40 316.7
 HOU 20150206  4.51  4.26100.00 46.20 94.40 327.4
 HOU 20150207  4.78  4.52100.00 45.90 94.40 314.9
 HOU 20150208  5.65  2.42 45.20 45.60 94.40 276.7
 HOU 20150209  5.75  5.43100.00 45.30 94.40 275.6
 HOU 20150210  6.13  5.78100.00 45.00 94.40 264.4
 HOU 20150211  6.29  5.94100.00 44.70 94.40 261.2
 HOU 20150212  6.09  5.75100.00 44.30 94.50 271.8
 HOU 20150213  5.63  5.32100.00 44.00 94.50 293.6
